# Renewables.ninja Wind power (Point API) - 64.261, 26.188 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Helsinki, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Helsinki"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""64.26078"""," ""lon"": ""26.18841"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_onshore,electricity_offshore,,,,,,,,,,
1/1/2019 0:00,1/1/2019 2:00,0.753,0.6748,,,,,,,,,,
1/1/2019 1:00,1/1/2019 3:00,0.713,0.6279,,,,,,,,,,
1/1/2019 2:00,1/1/2019 4:00,0.643,0.5358,,,,,,,,,,
1/1/2019 3:00,1/1/2019 5:00,0.522,0.416,,,,,,,,,,
1/1/2019 4:00,1/1/2019 6:00,0.394,0.2904,,,,,,,,,,
1/1/2019 5:00,1/1/2019 7:00,0.337,0.1287,,,,,,,,,,
1/1/2019 6:00,1/1/2019 8:00,0.268,0.0591,,,,,,,,,,
1/1/2019 7:00,1/1/2019 9:00,0.207,0.0689,,,,,,,,,,
1/1/2019 8:00,1/1/2019 10:00,0.144,0.1443,,,,,,,,,,
1/1/2019 9:00,1/1/2019 11:00,0.101,0.2966,,,,,,,,,,
1/1/2019 10:00,1/1/2019 12:00,0.069,0.4862,,,,,,,,,,
1/1/2019 11:00,1/1/2019 13:00,0.037,0.69,,,,,,,,,,
1/1/2019 12:00,1/1/2019 14:00,0.038,0.8018,,,,,,,,,,
1/1/2019 13:00,1/1/2019 15:00,0.127,0.8728,,,,,,,,,,
1/1/2019 14:00,1/1/2019 16:00,0.236,0.9068,,,,,,,,,,
1/1/2019 15:00,1/1/2019 17:00,0.251,0.9332,,,,,,,,,,
1/1/2019 16:00,1/1/2019 18:00,0.393,0.9428,,,,,,,,,,
1/1/2019 17:00,1/1/2019 19:00,0.669,0.9453,,,,,,,,,,
1/1/2019 18:00,1/1/2019 20:00,0.808,0.9424,,,,,,,,,,
1/1/2019 19:00,1/1/2019 21:00,0.896,0.9319,,,,,,,,,,
1/1/2019 20:00,1/1/2019 22:00,0.909,0.9172,,,,,,,,,,
1/1/2019 21:00,1/1/2019 23:00,0.91,0.8802,,,,,,,,,,
1/1/2019 22:00,1/2/2019 0:00,0.903,0.8346,,,,,,,,,,
1/1/2019 23:00,1/2/2019 1:00,0.907,0.7817,,,,,,,,,,
1/2/2019 0:00,1/2/2019 2:00,0.9,0.7268,,,,,,,,,,
1/2/2019 1:00,1/2/2019 3:00,0.879,0.7069,,,,,,,,,,
1/2/2019 2:00,1/2/2019 4:00,0.845,0.7251,,,,,,,,,,
1/2/2019 3:00,1/2/2019 5:00,0.808,0.7162,,,,,,,,,,
1/2/2019 4:00,1/2/2019 6:00,0.75,0.6954,,,,,,,,,,
1/2/2019 5:00,1/2/2019 7:00,0.686,0.6902,,,,,,,,,,
1/2/2019 6:00,1/2/2019 8:00,0.634,0.6952,,,,,,,,,,
1/2/2019 7:00,1/2/2019 9:00,0.586,0.6862,,,,,,,,,,
1/2/2019 8:00,1/2/2019 10:00,0.525,0.6658,,,,,,,,,,
1/2/2019 9:00,1/2/2019 11:00,0.454,0.6589,,,,,,,,,,
1/2/2019 10:00,1/2/2019 12:00,0.437,0.6468,,,,,,,,,,
1/2/2019 11:00,1/2/2019 13:00,0.428,0.6358,,,,,,,,,,
1/2/2019 12:00,1/2/2019 14:00,0.395,0.6285,,,,,,,,,,
1/2/2019 13:00,1/2/2019 15:00,0.395,0.6175,,,,,,,,,,
1/2/2019 14:00,1/2/2019 16:00,0.374,0.6091,,,,,,,,,,
1/2/2019 15:00,1/2/2019 17:00,0.32,0.6106,,,,,,,,,,
1/2/2019 16:00,1/2/2019 18:00,0.32,0.6117,,,,,,,,,,
1/2/2019 17:00,1/2/2019 19:00,0.315,0.5866,,,,,,,,,,
1/2/2019 18:00,1/2/2019 20:00,0.311,0.5666,,,,,,,,,,
1/2/2019 19:00,1/2/2019 21:00,0.32,0.5538,,,,,,,,,,
1/2/2019 20:00,1/2/2019 22:00,0.326,0.5457,,,,,,,,,,
1/2/2019 21:00,1/2/2019 23:00,0.309,0.549,,,,,,,,,,
1/2/2019 22:00,1/3/2019 0:00,0.274,0.5209,,,,,,,,,,
1/2/2019 23:00,1/3/2019 1:00,0.241,0.5017,,,,,,,,,,
1/3/2019 0:00,1/3/2019 2:00,0.205,0.4862,,,,,,,,,,
1/3/2019 1:00,1/3/2019 3:00,0.207,0.4569,,,,,,,,,,
1/3/2019 2:00,1/3/2019 4:00,0.189,0.3976,,,,,,,,,,
1/3/2019 3:00,1/3/2019 5:00,0.146,0.3284,,,,,,,,,,
1/3/2019 4:00,1/3/2019 6:00,0.096,0.2779,,,,,,,,,,
1/3/2019 5:00,1/3/2019 7:00,0.047,0.2319,,,,,,,,,,
1/3/2019 6:00,1/3/2019 8:00,0.015,0.17,,,,,,,,,,
1/3/2019 7:00,1/3/2019 9:00,0.006,0.113,,,,,,,,,,
1/3/2019 8:00,1/3/2019 10:00,0.021,0.1035,,,,,,,,,,
1/3/2019 9:00,1/3/2019 11:00,0.088,0.141,,,,,,,,,,
1/3/2019 10:00,1/3/2019 12:00,0.174,0.193,,,,,,,,,,
1/3/2019 11:00,1/3/2019 13:00,0.163,0.2234,,,,,,,,,,
1/3/2019 12:00,1/3/2019 14:00,0.217,0.2932,,,,,,,,,,
1/3/2019 13:00,1/3/2019 15:00,0.257,0.4339,,,,,,,,,,
1/3/2019 14:00,1/3/2019 16:00,0.233,0.6391,,,,,,,,,,
1/3/2019 15:00,1/3/2019 17:00,0.262,0.7415,,,,,,,,,,
1/3/2019 16:00,1/3/2019 18:00,0.305,0.7611,,,,,,,,,,
1/3/2019 17:00,1/3/2019 19:00,0.367,0.7335,,,,,,,,,,
1/3/2019 18:00,1/3/2019 20:00,0.438,0.6255,,,,,,,,,,
1/3/2019 19:00,1/3/2019 21:00,0.484,0.4866,,,,,,,,,,
1/3/2019 20:00,1/3/2019 22:00,0.481,0.3816,,,,,,,,,,
1/3/2019 21:00,1/3/2019 23:00,0.457,0.3165,,,,,,,,,,
1/3/2019 22:00,1/4/2019 0:00,0.422,0.2952,,,,,,,,,,
1/3/2019 23:00,1/4/2019 1:00,0.355,0.341,,,,,,,,,,
1/4/2019 0:00,1/4/2019 2:00,0.316,0.3618,,,,,,,,,,
1/4/2019 1:00,1/4/2019 3:00,0.224,0.3762,,,,,,,,,,
1/4/2019 2:00,1/4/2019 4:00,0.191,0.3808,,,,,,,,,,
1/4/2019 3:00,1/4/2019 5:00,0.155,0.3811,,,,,,,,,,
1/4/2019 4:00,1/4/2019 6:00,0.121,0.3874,,,,,,,,,,
1/4/2019 5:00,1/4/2019 7:00,0.076,0.4071,,,,,,,,,,
1/4/2019 6:00,1/4/2019 8:00,0.038,0.4173,,,,,,,,,,
1/4/2019 7:00,1/4/2019 9:00,0.019,0.4009,,,,,,,,,,
1/4/2019 8:00,1/4/2019 10:00,0.036,0.3725,,,,,,,,,,
1/4/2019 9:00,1/4/2019 11:00,0.083,0.3295,,,,,,,,,,
1/4/2019 10:00,1/4/2019 12:00,0.123,0.2946,,,,,,,,,,
1/4/2019 11:00,1/4/2019 13:00,0.134,0.2534,,,,,,,,,,
1/4/2019 12:00,1/4/2019 14:00,0.13,0.2053,,,,,,,,,,
1/4/2019 13:00,1/4/2019 15:00,0.12,0.1726,,,,,,,,,,
1/4/2019 14:00,1/4/2019 16:00,0.126,0.1572,,,,,,,,,,
1/4/2019 15:00,1/4/2019 17:00,0.158,0.1399,,,,,,,,,,
1/4/2019 16:00,1/4/2019 18:00,0.199,0.1485,,,,,,,,,,
1/4/2019 17:00,1/4/2019 19:00,0.212,0.1953,,,,,,,,,,
1/4/2019 18:00,1/4/2019 20:00,0.186,0.1905,,,,,,,,,,
1/4/2019 19:00,1/4/2019 21:00,0.169,0.1972,,,,,,,,,,
1/4/2019 20:00,1/4/2019 22:00,0.148,0.2086,,,,,,,,,,
1/4/2019 21:00,1/4/2019 23:00,0.119,0.2239,,,,,,,,,,
1/4/2019 22:00,1/5/2019 0:00,0.095,0.2411,,,,,,,,,,
1/4/2019 23:00,1/5/2019 1:00,0.069,0.2454,,,,,,,,,,
1/5/2019 0:00,1/5/2019 2:00,0.058,0.2536,,,,,,,,,,
1/5/2019 1:00,1/5/2019 3:00,0.063,0.2541,,,,,,,,,,
1/5/2019 2:00,1/5/2019 4:00,0.076,0.2697,,,,,,,,,,
1/5/2019 3:00,1/5/2019 5:00,0.087,0.2701,,,,,,,,,,
1/5/2019 4:00,1/5/2019 6:00,0.09,0.2443,,,,,,,,,,
1/5/2019 5:00,1/5/2019 7:00,0.068,0.2197,,,,,,,,,,
1/5/2019 6:00,1/5/2019 8:00,0.041,0.1813,,,,,,,,,,
1/5/2019 7:00,1/5/2019 9:00,0.022,0.1439,,,,,,,,,,
1/5/2019 8:00,1/5/2019 10:00,0.017,0.1059,,,,,,,,,,
1/5/2019 9:00,1/5/2019 11:00,0.03,0.0568,,,,,,,,,,
1/5/2019 10:00,1/5/2019 12:00,0.051,0.0238,,,,,,,,,,
1/5/2019 11:00,1/5/2019 13:00,0.068,0.0092,,,,,,,,,,
1/5/2019 12:00,1/5/2019 14:00,0.08,0.0034,,,,,,,,,,
1/5/2019 13:00,1/5/2019 15:00,0.081,0.0008,,,,,,,,,,
1/5/2019 14:00,1/5/2019 16:00,0.076,0.0001,,,,,,,,,,
1/5/2019 15:00,1/5/2019 17:00,0.076,0,,,,,,,,,,
1/5/2019 16:00,1/5/2019 18:00,0.084,0,,,,,,,,,,
1/5/2019 17:00,1/5/2019 19:00,0.096,0,,,,,,,,,,
1/5/2019 18:00,1/5/2019 20:00,0.127,0.0037,,,,,,,,,,
1/5/2019 19:00,1/5/2019 21:00,0.193,0.0291,,,,,,,,,,
1/5/2019 20:00,1/5/2019 22:00,0.27,0.0826,,,,,,,,,,
1/5/2019 21:00,1/5/2019 23:00,0.279,0.1518,,,,,,,,,,
1/5/2019 22:00,1/6/2019 0:00,0.181,0.2129,,,,,,,,,,
1/5/2019 23:00,1/6/2019 1:00,0.149,0.2525,,,,,,,,,,
1/6/2019 0:00,1/6/2019 2:00,0.155,0.257,,,,,,,,,,
1/6/2019 1:00,1/6/2019 3:00,0.187,0.256,,,,,,,,,,
1/6/2019 2:00,1/6/2019 4:00,0.205,0.245,,,,,,,,,,
1/6/2019 3:00,1/6/2019 5:00,0.188,0.2291,,,,,,,,,,
1/6/2019 4:00,1/6/2019 6:00,0.177,0.2278,,,,,,,,,,
1/6/2019 5:00,1/6/2019 7:00,0.18,0.2396,,,,,,,,,,
1/6/2019 6:00,1/6/2019 8:00,0.159,0.2196,,,,,,,,,,
1/6/2019 7:00,1/6/2019 9:00,0.13,0.1966,,,,,,,,,,
1/6/2019 8:00,1/6/2019 10:00,0.129,0.2146,,,,,,,,,,
1/6/2019 9:00,1/6/2019 11:00,0.139,0.229,,,,,,,,,,
1/6/2019 10:00,1/6/2019 12:00,0.16,0.2529,,,,,,,,,,
1/6/2019 11:00,1/6/2019 13:00,0.189,0.2936,,,,,,,,,,
1/6/2019 12:00,1/6/2019 14:00,0.214,0.3329,,,,,,,,,,
1/6/2019 13:00,1/6/2019 15:00,0.22,0.3201,,,,,,,,,,
1/6/2019 14:00,1/6/2019 16:00,0.227,0.3239,,,,,,,,,,
1/6/2019 15:00,1/6/2019 17:00,0.233,0.3372,,,,,,,,,,
1/6/2019 16:00,1/6/2019 18:00,0.235,0.3368,,,,,,,,,,
1/6/2019 17:00,1/6/2019 19:00,0.236,0.3298,,,,,,,,,,
1/6/2019 18:00,1/6/2019 20:00,0.243,0.3004,,,,,,,,,,
1/6/2019 19:00,1/6/2019 21:00,0.246,0.2907,,,,,,,,,,
1/6/2019 20:00,1/6/2019 22:00,0.245,0.2983,,,,,,,,,,
1/6/2019 21:00,1/6/2019 23:00,0.252,0.3023,,,,,,,,,,
1/6/2019 22:00,1/7/2019 0:00,0.264,0.3181,,,,,,,,,,
1/6/2019 23:00,1/7/2019 1:00,0.276,0.3597,,,,,,,,,,
1/7/2019 0:00,1/7/2019 2:00,0.286,0.4528,,,,,,,,,,
1/7/2019 1:00,1/7/2019 3:00,0.299,0.522,,,,,,,,,,
1/7/2019 2:00,1/7/2019 4:00,0.312,0.5374,,,,,,,,,,
1/7/2019 3:00,1/7/2019 5:00,0.315,0.539,,,,,,,,,,
1/7/2019 4:00,1/7/2019 6:00,0.328,0.5278,,,,,,,,,,
1/7/2019 5:00,1/7/2019 7:00,0.34,0.4823,,,,,,,,,,
1/7/2019 6:00,1/7/2019 8:00,0.3,0.4154,,,,,,,,,,
1/7/2019 7:00,1/7/2019 9:00,0.283,0.3682,,,,,,,,,,
1/7/2019 8:00,1/7/2019 10:00,0.252,0.3359,,,,,,,,,,
1/7/2019 9:00,1/7/2019 11:00,0.237,0.3124,,,,,,,,,,
1/7/2019 10:00,1/7/2019 12:00,0.214,0.3233,,,,,,,,,,
1/7/2019 11:00,1/7/2019 13:00,0.204,0.3393,,,,,,,,,,
1/7/2019 12:00,1/7/2019 14:00,0.212,0.3389,,,,,,,,,,
1/7/2019 13:00,1/7/2019 15:00,0.229,0.3239,,,,,,,,,,
1/7/2019 14:00,1/7/2019 16:00,0.255,0.3083,,,,,,,,,,
1/7/2019 15:00,1/7/2019 17:00,0.235,0.2926,,,,,,,,,,
1/7/2019 16:00,1/7/2019 18:00,0.235,0.2325,,,,,,,,,,
1/7/2019 17:00,1/7/2019 19:00,0.223,0.2485,,,,,,,,,,
1/7/2019 18:00,1/7/2019 20:00,0.201,0.2722,,,,,,,,,,
1/7/2019 19:00,1/7/2019 21:00,0.194,0.2725,,,,,,,,,,
1/7/2019 20:00,1/7/2019 22:00,0.184,0.2356,,,,,,,,,,
1/7/2019 21:00,1/7/2019 23:00,0.171,0.1925,,,,,,,,,,
1/7/2019 22:00,1/8/2019 0:00,0.156,0.1795,,,,,,,,,,
1/7/2019 23:00,1/8/2019 1:00,0.141,0.1618,,,,,,,,,,
1/8/2019 0:00,1/8/2019 2:00,0.137,0.1668,,,,,,,,,,
1/8/2019 1:00,1/8/2019 3:00,0.138,0.1845,,,,,,,,,,
1/8/2019 2:00,1/8/2019 4:00,0.139,0.2188,,,,,,,,,,
1/8/2019 3:00,1/8/2019 5:00,0.142,0.2331,,,,,,,,,,
1/8/2019 4:00,1/8/2019 6:00,0.146,0.2512,,,,,,,,,,
1/8/2019 5:00,1/8/2019 7:00,0.147,0.2656,,,,,,,,,,
1/8/2019 6:00,1/8/2019 8:00,0.148,0.2606,,,,,,,,,,
1/8/2019 7:00,1/8/2019 9:00,0.148,0.2612,,,,,,,,,,
1/8/2019 8:00,1/8/2019 10:00,0.155,0.2689,,,,,,,,,,
1/8/2019 9:00,1/8/2019 11:00,0.144,0.2698,,,,,,,,,,
1/8/2019 10:00,1/8/2019 12:00,0.119,0.2706,,,,,,,,,,
1/8/2019 11:00,1/8/2019 13:00,0.117,0.2783,,,,,,,,,,
1/8/2019 12:00,1/8/2019 14:00,0.135,0.2975,,,,,,,,,,
1/8/2019 13:00,1/8/2019 15:00,0.154,0.3083,,,,,,,,,,
1/8/2019 14:00,1/8/2019 16:00,0.163,0.2977,,,,,,,,,,
1/8/2019 15:00,1/8/2019 17:00,0.154,0.2939,,,,,,,,,,
1/8/2019 16:00,1/8/2019 18:00,0.138,0.2915,,,,,,,,,,
1/8/2019 17:00,1/8/2019 19:00,0.139,0.2884,,,,,,,,,,
1/8/2019 18:00,1/8/2019 20:00,0.156,0.279,,,,,,,,,,
1/8/2019 19:00,1/8/2019 21:00,0.165,0.2738,,,,,,,,,,
1/8/2019 20:00,1/8/2019 22:00,0.179,0.2669,,,,,,,,,,
1/8/2019 21:00,1/8/2019 23:00,0.167,0.2608,,,,,,,,,,
1/8/2019 22:00,1/9/2019 0:00,0.157,0.2576,,,,,,,,,,
1/8/2019 23:00,1/9/2019 1:00,0.161,0.2579,,,,,,,,,,
1/9/2019 0:00,1/9/2019 2:00,0.172,0.2583,,,,,,,,,,
1/9/2019 1:00,1/9/2019 3:00,0.187,0.2692,,,,,,,,,,
1/9/2019 2:00,1/9/2019 4:00,0.179,0.292,,,,,,,,,,
1/9/2019 3:00,1/9/2019 5:00,0.16,0.3369,,,,,,,,,,
1/9/2019 4:00,1/9/2019 6:00,0.155,0.3565,,,,,,,,,,
1/9/2019 5:00,1/9/2019 7:00,0.155,0.406,,,,,,,,,,
1/9/2019 6:00,1/9/2019 8:00,0.167,0.4329,,,,,,,,,,
1/9/2019 7:00,1/9/2019 9:00,0.198,0.4456,,,,,,,,,,
1/9/2019 8:00,1/9/2019 10:00,0.22,0.4442,,,,,,,,,,
1/9/2019 9:00,1/9/2019 11:00,0.208,0.4177,,,,,,,,,,
1/9/2019 10:00,1/9/2019 12:00,0.192,0.3922,,,,,,,,,,
1/9/2019 11:00,1/9/2019 13:00,0.188,0.4129,,,,,,,,,,
1/9/2019 12:00,1/9/2019 14:00,0.207,0.4729,,,,,,,,,,
1/9/2019 13:00,1/9/2019 15:00,0.212,0.4779,,,,,,,,,,
1/9/2019 14:00,1/9/2019 16:00,0.182,0.4599,,,,,,,,,,
1/9/2019 15:00,1/9/2019 17:00,0.187,0.4125,,,,,,,,,,
1/9/2019 16:00,1/9/2019 18:00,0.177,0.3471,,,,,,,,,,
1/9/2019 17:00,1/9/2019 19:00,0.161,0.3025,,,,,,,,,,
1/9/2019 18:00,1/9/2019 20:00,0.148,0.2795,,,,,,,,,,
1/9/2019 19:00,1/9/2019 21:00,0.136,0.2578,,,,,,,,,,
1/9/2019 20:00,1/9/2019 22:00,0.09,0.2424,,,,,,,,,,
1/9/2019 21:00,1/9/2019 23:00,0.046,0.1872,,,,,,,,,,
1/9/2019 22:00,1/10/2019 0:00,0.02,0.1527,,,,,,,,,,
1/9/2019 23:00,1/10/2019 1:00,0.008,0.1402,,,,,,,,,,
1/10/2019 0:00,1/10/2019 2:00,0.005,0.1384,,,,,,,,,,
1/10/2019 1:00,1/10/2019 3:00,0.012,0.168,,,,,,,,,,
1/10/2019 2:00,1/10/2019 4:00,0.053,0.2346,,,,,,,,,,
1/10/2019 3:00,1/10/2019 5:00,0.157,0.2162,,,,,,,,,,
1/10/2019 4:00,1/10/2019 6:00,0.233,0.177,,,,,,,,,,
1/10/2019 5:00,1/10/2019 7:00,0.212,0.219,,,,,,,,,,
1/10/2019 6:00,1/10/2019 8:00,0.213,0.3003,,,,,,,,,,
1/10/2019 7:00,1/10/2019 9:00,0.2,0.4213,,,,,,,,,,
1/10/2019 8:00,1/10/2019 10:00,0.214,0.5694,,,,,,,,,,
1/10/2019 9:00,1/10/2019 11:00,0.236,0.6257,,,,,,,,,,
1/10/2019 10:00,1/10/2019 12:00,0.276,0.7079,,,,,,,,,,
1/10/2019 11:00,1/10/2019 13:00,0.316,0.7584,,,,,,,,,,
1/10/2019 12:00,1/10/2019 14:00,0.365,0.8165,,,,,,,,,,
1/10/2019 13:00,1/10/2019 15:00,0.42,0.8638,,,,,,,,,,
1/10/2019 14:00,1/10/2019 16:00,0.481,0.8957,,,,,,,,,,
1/10/2019 15:00,1/10/2019 17:00,0.556,0.9195,,,,,,,,,,
1/10/2019 16:00,1/10/2019 18:00,0.636,0.9326,,,,,,,,,,
1/10/2019 17:00,1/10/2019 19:00,0.733,0.9348,,,,,,,,,,
1/10/2019 18:00,1/10/2019 20:00,0.832,0.938,,,,,,,,,,
1/10/2019 19:00,1/10/2019 21:00,0.864,0.9411,,,,,,,,,,
1/10/2019 20:00,1/10/2019 22:00,0.844,0.9401,,,,,,,,,,
1/10/2019 21:00,1/10/2019 23:00,0.856,0.9386,,,,,,,,,,
1/10/2019 22:00,1/11/2019 0:00,0.833,0.9208,,,,,,,,,,
1/10/2019 23:00,1/11/2019 1:00,0.848,0.905,,,,,,,,,,
1/11/2019 0:00,1/11/2019 2:00,0.857,0.9056,,,,,,,,,,
1/11/2019 1:00,1/11/2019 3:00,0.85,0.9046,,,,,,,,,,
1/11/2019 2:00,1/11/2019 4:00,0.872,0.9106,,,,,,,,,,
1/11/2019 3:00,1/11/2019 5:00,0.872,0.9187,,,,,,,,,,
1/11/2019 4:00,1/11/2019 6:00,0.875,0.9274,,,,,,,,,,
1/11/2019 5:00,1/11/2019 7:00,0.873,0.9347,,,,,,,,,,
1/11/2019 6:00,1/11/2019 8:00,0.877,0.9271,,,,,,,,,,
1/11/2019 7:00,1/11/2019 9:00,0.88,0.9056,,,,,,,,,,
1/11/2019 8:00,1/11/2019 10:00,0.88,0.8929,,,,,,,,,,
1/11/2019 9:00,1/11/2019 11:00,0.866,0.8897,,,,,,,,,,
1/11/2019 10:00,1/11/2019 12:00,0.86,0.8796,,,,,,,,,,
1/11/2019 11:00,1/11/2019 13:00,0.865,0.9143,,,,,,,,,,
1/11/2019 12:00,1/11/2019 14:00,0.867,0.9007,,,,,,,,,,
1/11/2019 13:00,1/11/2019 15:00,0.85,0.8878,,,,,,,,,,
1/11/2019 14:00,1/11/2019 16:00,0.822,0.9028,,,,,,,,,,
1/11/2019 15:00,1/11/2019 17:00,0.791,0.894,,,,,,,,,,
1/11/2019 16:00,1/11/2019 18:00,0.784,0.8892,,,,,,,,,,
1/11/2019 17:00,1/11/2019 19:00,0.776,0.8903,,,,,,,,,,
1/11/2019 18:00,1/11/2019 20:00,0.765,0.8939,,,,,,,,,,
1/11/2019 19:00,1/11/2019 21:00,0.763,0.899,,,,,,,,,,
1/11/2019 20:00,1/11/2019 22:00,0.769,0.9049,,,,,,,,,,
1/11/2019 21:00,1/11/2019 23:00,0.824,0.8916,,,,,,,,,,
1/11/2019 22:00,1/12/2019 0:00,0.849,0.8832,,,,,,,,,,
1/11/2019 23:00,1/12/2019 1:00,0.847,0.8816,,,,,,,,,,
1/12/2019 0:00,1/12/2019 2:00,0.839,0.8789,,,,,,,,,,
1/12/2019 1:00,1/12/2019 3:00,0.837,0.878,,,,,,,,,,
1/12/2019 2:00,1/12/2019 4:00,0.834,0.8765,,,,,,,,,,
1/12/2019 3:00,1/12/2019 5:00,0.826,0.879,,,,,,,,,,
1/12/2019 4:00,1/12/2019 6:00,0.819,0.8737,,,,,,,,,,
1/12/2019 5:00,1/12/2019 7:00,0.811,0.8716,,,,,,,,,,
1/12/2019 6:00,1/12/2019 8:00,0.8,0.8959,,,,,,,,,,
1/12/2019 7:00,1/12/2019 9:00,0.786,0.8818,,,,,,,,,,
1/12/2019 8:00,1/12/2019 10:00,0.765,0.8615,,,,,,,,,,
1/12/2019 9:00,1/12/2019 11:00,0.737,0.8379,,,,,,,,,,
1/12/2019 10:00,1/12/2019 12:00,0.726,0.7858,,,,,,,,,,
1/12/2019 11:00,1/12/2019 13:00,0.744,0.7417,,,,,,,,,,
1/12/2019 12:00,1/12/2019 14:00,0.729,0.6974,,,,,,,,,,
1/12/2019 13:00,1/12/2019 15:00,0.697,0.6642,,,,,,,,,,
1/12/2019 14:00,1/12/2019 16:00,0.648,0.617,,,,,,,,,,
1/12/2019 15:00,1/12/2019 17:00,0.592,0.5985,,,,,,,,,,
1/12/2019 16:00,1/12/2019 18:00,0.54,0.4954,,,,,,,,,,
1/12/2019 17:00,1/12/2019 19:00,0.453,0.3898,,,,,,,,,,
1/12/2019 18:00,1/12/2019 20:00,0.389,0.3464,,,,,,,,,,
1/12/2019 19:00,1/12/2019 21:00,0.364,0.3163,,,,,,,,,,
1/12/2019 20:00,1/12/2019 22:00,0.358,0.2907,,,,,,,,,,
1/12/2019 21:00,1/12/2019 23:00,0.356,0.2918,,,,,,,,,,
1/12/2019 22:00,1/13/2019 0:00,0.332,0.3156,,,,,,,,,,
1/12/2019 23:00,1/13/2019 1:00,0.315,0.3193,,,,,,,,,,
1/13/2019 0:00,1/13/2019 2:00,0.312,0.2948,,,,,,,,,,
1/13/2019 1:00,1/13/2019 3:00,0.317,0.258,,,,,,,,,,
1/13/2019 2:00,1/13/2019 4:00,0.314,0.2306,,,,,,,,,,
1/13/2019 3:00,1/13/2019 5:00,0.305,0.2174,,,,,,,,,,
1/13/2019 4:00,1/13/2019 6:00,0.261,0.1869,,,,,,,,,,
1/13/2019 5:00,1/13/2019 7:00,0.227,0.1476,,,,,,,,,,
1/13/2019 6:00,1/13/2019 8:00,0.239,0.1495,,,,,,,,,,
1/13/2019 7:00,1/13/2019 9:00,0.251,0.2029,,,,,,,,,,
1/13/2019 8:00,1/13/2019 10:00,0.249,0.2126,,,,,,,,,,
1/13/2019 9:00,1/13/2019 11:00,0.202,0.2186,,,,,,,,,,
1/13/2019 10:00,1/13/2019 12:00,0.163,0.2424,,,,,,,,,,
1/13/2019 11:00,1/13/2019 13:00,0.125,0.2345,,,,,,,,,,
1/13/2019 12:00,1/13/2019 14:00,0.118,0.2476,,,,,,,,,,
1/13/2019 13:00,1/13/2019 15:00,0.12,0.2738,,,,,,,,,,
1/13/2019 14:00,1/13/2019 16:00,0.127,0.3037,,,,,,,,,,
1/13/2019 15:00,1/13/2019 17:00,0.136,0.3288,,,,,,,,,,
1/13/2019 16:00,1/13/2019 18:00,0.141,0.3527,,,,,,,,,,
1/13/2019 17:00,1/13/2019 19:00,0.151,0.3726,,,,,,,,,,
1/13/2019 18:00,1/13/2019 20:00,0.164,0.379,,,,,,,,,,
1/13/2019 19:00,1/13/2019 21:00,0.186,0.3719,,,,,,,,,,
1/13/2019 20:00,1/13/2019 22:00,0.208,0.3524,,,,,,,,,,
1/13/2019 21:00,1/13/2019 23:00,0.235,0.2754,,,,,,,,,,
1/13/2019 22:00,1/14/2019 0:00,0.253,0.2167,,,,,,,,,,
1/13/2019 23:00,1/14/2019 1:00,0.264,0.2382,,,,,,,,,,
1/14/2019 0:00,1/14/2019 2:00,0.279,0.3809,,,,,,,,,,
1/14/2019 1:00,1/14/2019 3:00,0.294,0.5154,,,,,,,,,,
1/14/2019 2:00,1/14/2019 4:00,0.3,0.5659,,,,,,,,,,
1/14/2019 3:00,1/14/2019 5:00,0.295,0.5662,,,,,,,,,,
1/14/2019 4:00,1/14/2019 6:00,0.284,0.5585,,,,,,,,,,
1/14/2019 5:00,1/14/2019 7:00,0.272,0.5514,,,,,,,,,,
1/14/2019 6:00,1/14/2019 8:00,0.261,0.5434,,,,,,,,,,
1/14/2019 7:00,1/14/2019 9:00,0.253,0.5311,,,,,,,,,,
1/14/2019 8:00,1/14/2019 10:00,0.245,0.52,,,,,,,,,,
1/14/2019 9:00,1/14/2019 11:00,0.231,0.5056,,,,,,,,,,
1/14/2019 10:00,1/14/2019 12:00,0.226,0.4939,,,,,,,,,,
1/14/2019 11:00,1/14/2019 13:00,0.233,0.4922,,,,,,,,,,
1/14/2019 12:00,1/14/2019 14:00,0.243,0.4969,,,,,,,,,,
1/14/2019 13:00,1/14/2019 15:00,0.251,0.5105,,,,,,,,,,
1/14/2019 14:00,1/14/2019 16:00,0.251,0.5053,,,,,,,,,,
1/14/2019 15:00,1/14/2019 17:00,0.251,0.4429,,,,,,,,,,
1/14/2019 16:00,1/14/2019 18:00,0.252,0.3494,,,,,,,,,,
1/14/2019 17:00,1/14/2019 19:00,0.261,0.3022,,,,,,,,,,
1/14/2019 18:00,1/14/2019 20:00,0.265,0.3382,,,,,,,,,,
1/14/2019 19:00,1/14/2019 21:00,0.264,0.3936,,,,,,,,,,
